Price,Processor,Memory,Storage,Graphics,Display,Adapter,Battery,Operating System,Networking,Keyboard,Bluetooth,Audio,WebCam,Ports & Connectors,Color ,Dimensions (W x D x H),Weight,Warranty ,Chipset,Optical Drive,Fingerprint,Body Material,Display Touch,Security,Touchpad,Included in the Box,SSD,Software,Others,Thermal Functionality,Display Size,RAM,Camera,Warranty,Keyborad,Dimension,Color,Interface,Manufacturing Warranty,Slots
245000,intel i7 12th Gen 12700H (2.3GHz-4.7GHz),NULL,Gen 4 NVMe 1TB SSD,RTX 3070Ti 8GB GDDR6,"15.6"" Thin Bezel FULL HD IPS-level Anti-glare Display LCD (165Hz, 72% NTSC)",240W,"Li Polymer 99Wh
",Windows 11 Home,"WIFI: Intel® Wi-Fi 6E AX210 (Gig+) Wireless (802.11ax, a/b/g/n/ac/ax compatible)
Bluetooth: Bluetooth® V5.2",NULL,NULL,"2x 2W Speaker 
Microphone
DTS:X® Ultra Audio Technology
",NULL,NULL,NULL,NULL,"~2.4 kg
5.29 lb",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15.6 inch,"2x DDR4 slots (DDR4-3200, Max 64GB) 
8GBx2 (16GB) DDR4 3200MHz","HD Webcam
",2 years,"Island-style RGB Fusion Keyboard with per-key backlit control
","36.0(W) x 24.4(D) x 2.4 ~ 2.7(H) cm 
14.2(W) x 9.6(D) x 0.94 ~ 1.1(H) inch",Black,NULL,NULL,NULL
224000,"12th Gen Intel Core i7-12700H (2.3GHz~4.7GHz) 
Base Core Frequency: 2.3GHz 
Performance-core Max Turbo Frequency: 4.7GHz 
Efficient-core Max Turbo Frequency: 3.5GHz",8GBx2 (16GB) DDR4 3200MHz,1TB Gen 4 NVMe SSD,"NVIDIA GeForce RTX 3060 Laptop GPU 6GB GDDR6 
Boost Clock 1605 MHz / Maximum Graphics Power 115 W","15.6"" Thin Bezel Samsung UHD 3840x2160 OLED display (VESA Display HDR 400 True Black, 100% DCI-P3)",230W,"Li Polymer 99Wh
","Windows 11 Home
","LAN: RTL8125BG-CG REALTEK (2.5G) Ethernet 
WLAN : Intel Wi-Fi 6E AX211 (Gig+) Wireless (802.11ax, a/b/g/n/ac/ax compatible)","Backlit Keyboard (Single Color, white)
",Bluetooth V5.2,"2x 2W Speaker 
Microphone 
DTS:X Ultra Audio Technology","HD Webcam 
Build-in Dual Microphone","3x USB 3.2 Gen1 (Type-A) 
1x Thunderbolt™ 4 (Type-C, support Power delivery) 
1x HDMI 2.1 
1x mini DP 1.4 
1x 3.5mm Headphone/Microphone Combo Jack 
1x UHS-II SD Card Reader 
1x DC-in Jack 
1x RJ-45",Mate Black,"35.7(W) x 25.4(D) x 2.36 ~ 2.74(H) cm 
14.0(W) x 10.0(D) x 0.93 ~1.08(H) inch","2.30 kg 
5.07 lb",2 Years,NULL,NULL,NULL,NULL,No,"Firmware-based TPM, 
supports Intel Platform Trust Technology (Intel PTT)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113000,"AMD Ryzen 7 5700U Processor (12M Cache, 1.80GHz up to 4.30 GHz)
","16 GB LPDDR4x RAM
","512GB M.2 NVMe PCIe 3.0 SSD
","AMD Radeon Graphics
","14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, 
IPS-level Panel, 
LED Backlit, 400nits, 
100% sRGB color gamut, 
Anti-glare display, 
Screen-to-body ratio: 90 ％ 
","65 W power adaptor
Plug Type: Type C
(Output: 20 V DC, 65 W)
(Input: 100-240 V AC, 50/60 Hz universal)","67 Wh 4-cell lithium-polymer battery
","Windows 11 Home
","Intel WiFi 5 with Gig+ performance (802.11ax)
","Backlit Illuminated Chiclet Keyboard 
1.4mm Key-travel 
Support NumberPad ",Bluetooth 5.0,"Built-in speaker
Built-in array microphone
Built-in microphone
harman/kardon (Premium)
with Cortana and Alexa voice-recognition support
with Google Assistant voice-recognition support","720p HD camera
",NULL,Pine Grey,"1.43 x 31.9 x 21 cm
","1.22 kg
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"McAfee 
MyASUS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1x USB 3.2 Gen 1 Type-A 
2x USB 3.2 Gen 2 Type-C 
1x HDMI 2.1 
1x 3.5mm Combo Audio Jack 
Micro SD card reader","02 years International Limited Warranty (Terms & condition Apply As Per Asus)
",NULL
42500,"Intel Celeron N4020 Processor 1.1 GHz (4M Cache, up to 2.8 GHz)","4GB 2400MHz DDR4 SDRAM
(Extra ram slot available, up to 12 GB)",1TB HDD ( M.2 Slot available ),Intel UHD Graphics 605,"15.6-inch,FHD (1920 x 1080) 16:9, Anti-glare display, 200nits, NTSC: 45%, Screen-to-body ratio: 83 ％","ø4.0, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal","37WHrs, 2S1P, 2-cell Li-ion","Windows 10
",Wi-Fi Integrated Wi-Fi 5 (802.1,"Chiclet Keyboard with Num-key
Backlit Chiclet Keyboard with Num-key
1.4mm Key-travel

Number pad available",4.1,"SonicMaster
Audio by ICEpower
Built-in speaker
Built-in microphone
with Cortana support
",VGA Webcam,"1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 2.0 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
Micro SD card reader",Transparent Silver,NULL,1.80 kg (3.97 lbs),02 Years Warranty (01 year warranty of Battery and Adapter ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62800,"Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)
","8GB DDR4 3200MHz SDRAM (Extra Ram Slot Available)
","512GB M.2 NVMe PCIe 3.0 SSD
","Intel UHD Graphics
","15.6-inch, FHD (1920 x 1080) 16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 %
","ø4.0, 45W AC Adapter, Output: 19V DC, 2.37A, 45W, Input: 100~240V AC 50/60Hz universal
","37WHrs, 2S1P, 2-cell Li-ion","Windows 11
",Wi-Fi 5(802.11ac) (Dual band) 1*1 ,"Chiclet Keyboard with Num-key, 1.4mm Key-travel, Touchpad
","Bluetooth 4.1 (Dual-band)
","SonicMaster 
Built-in speaker 
Built-in microphone
with Cortana support","VGA camera
","1x USB 3.2 Gen 1 Type-A
1x USB 3.2 Gen 1 Type-C
2x USB 2.0 Type-A
1x HDMI 1.4
1x 3.5mm Combo Audio Jack
1x DC-in","Indie Black
",NULL,1.80 kg (3.97 lbs),02 Years Warranty (01 year warranty of Battery and Adapter ),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69500,"Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 cores)
","8GB 3200MHz DDR4, 
Memory Max Up to:16GB",512GB M.2 NVMe PCIe 3.0 SSD,Intel UHD Graphics ,"15.6-inch, OLED FHD (1920 x 1080) 16:9 aspect ratio, 
0.2ms response time, 
400nits, 600nits peak brightness, 
100% DCI-P3 color gamut, 
PANTONE Validated, 
Glossy display, 
Screen-to-body ratio: 85 ％ ",NULL,"42 WHrs, 3S1P, 3-cell Li-ion
",Windows 10 Home,Wi-Fi 6(802.11ax),"Illuminated Chiclet Keyboard with Num-key 
1.4mm Key-travel
Number pad available",Bluetooth 5.0 (Dual band) 2*2,"Audio by ICEpower, 
Built-in speaker, 
Built-in microphone, 
Harman/Kardon (Mainstream), 
with Cortana support ",720p HD camera,"1x USB 3.2 Gen 1 Type-A 
1x USB 3.2 Gen 1 Type-C 
2x USB 2.0 Type-A 
1x HDMI 1.4 
1x Headphone out 
Micro SD card reader ","Hearty Gold
",35.90 x 23.50 x 1.79 ~ 1.79 cm,"1.80 kg (3.97 lbs)
",2 years International Limited Warranty (Terms & conditions Apply As Per Asus),NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52500,"Intel Core i3 10110U Processor (4MB Cache, 2.1Ghz up to 4.1Ghz)
","4GB DDR4 RAM (Extra Ram Slot Available For Expand)
",256GB PCIEG3 SSD,"Intel UHD Graphics
","14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC , Screen-to-body ratio: 84 ％
","ø4.0, 33W AC Adapter, 
Output: 19V DC, 1.75A, 33W, 
Input: 100-240V AC 50/60Hz universal 
","37WHrs, 2 Cell Battery
","Windows 11 Home
",Wi-Fi 5(802.11ac) ,"Illuminated Chiclet Keyboard 
1.4mm Key-travel 
Support NumberPad ","Bluetooth 4.1 (Dual band) 1*1
","SonicMaster 
Built-in speaker 
Built-in microphone 
with Cortana support","VGA camera
","1x USB 3.2 Gen 1 Type-A 
1x USB 3.2 Gen 1 Type-C 
2x USB 2.0 Type-A 
1x HDMI 1.4 
1x 3.5mm Combo Audio Jack 
1x Headphone/Headset 
1x DC-in ","Slate Grey
","32.54 x 21.60 x 1.99 cm 
(12.81"" x 8.50"" x 0.78"")
","1.60 kg
","02 years International Limited Warranty (Battery 1 year)
",NULL,NULL,Yes,NULL,No,"BIOS Booting User Password Protection 
Trusted Platform Module (Firmware TPM) 
Security Lock 
McAfee LiveSafe 30-day trial 
Fingerprint sensor integrated with Touchpad ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
49500,"Intel Core i3 10110U Processor (4MB Cache, 2.1Ghz up to 4.1Ghz)
","4GB DDR4 RAM (Extra Ram Slot Available For Expand)
","1TB SATA HDD (Extra M.2 Nvme Slot Available For SSD)
","Intel UHD Graphics
","14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC , Screen-to-body ratio: 84 ％
","ø4.0, 33W AC Adapter, 
Output: 19V DC, 1.75A, 33W, 
Input: 100-240V AC 50/60Hz universal 
","37WHrs, 2 Cell Battery
","Windows 11 Home
",Wi-Fi 5(802.11ac) ,"Illuminated Chiclet Keyboard 
1.4mm Key-travel 
Support NumberPad ","Bluetooth 4.1 (Dual band) 1*1
","SonicMaster 
Built-in speaker 
Built-in microphone 
with Cortana support","VGA camera
","1x USB 3.2 Gen 1 Type-A 
1x USB 3.2 Gen 1 Type-C 
2x USB 2.0 Type-A 
1x HDMI 1.4 
1x 3.5mm Combo Audio Jack 
1x Headphone/Headset 
1x DC-in ","Slate Grey
","32.54 x 21.60 x 1.99 cm 
(12.81"" x 8.50"" x 0.78"")
","1.60 kg
","02 years International Limited Warranty (Battery 1 year)
",NULL,NULL,Yes,NULL,No,"BIOS Booting User Password Protection 
Trusted Platform Module (Firmware TPM) 
Security Lock 
McAfee LiveSafe 30-day trial 
Fingerprint sensor integrated with Touchpad ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0,"Intel Core i5-11300H Processor (8M Cache, 3.10 GHz up to 4.40 GHz, with IPU)
","8GB DDR4 3200MHz RAM (Extra Ram Slot Available, Up To 32GB)
","512GB M.2 NVMe PCIe 3.0 SSD (Extra M.2 PCIE NVME SSD Slot Available, Up To 2TB)
","NVIDIA GeForce RTX 3050 Ti Laptop GPU, Up to 1585MHz at 60W (75W with Dynamic Boost),4GB GDDR6 Up to 1585MHz at 60W (75W with Dynamic Boost)","15.6-inch,FHD (1920 x 1080) 16:9,anti-glare display,sRGB:62.5%,Adobe:47.34%,Refresh Rate:144Hz,Value IPS-level
","ø6.0, 100W AC Adapter, Output: 20V DC, 10A, 200W, Input: 100-240V AC, 50/60Hz universal
","76WHrs, 4S1P, 4-cell Li-ion Battery
","Windows 10
","Wi-Fi 6 (802.11ax)
","Illuminated Keyboard
 Number pad available
",5.1,"DTS software
Built-in array microphone
2x 2W speaker",NO,"1x 3.5mm Combo Audio Jack
1x HDMI 2.0b
3x USB 3.2 Gen 1 Type-A
1x RJ45 LAN port
1x Type C USB 4 support DisplayPort / power delivery / Thunderbolt 4",Eclipse Grey,"36.0 x 25.2 x 1.99 ~ 1.99 cm (14.17"" x 9.92"" x 0.78"" ~ 0.78"")
","Only 2.00 Kg (4.41 lbs)
",02 Year International Limited Warranty (Terms & condition Apply As Per Asus),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
214000,"AMD Ryzen 7 6800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.7 GHz max boost)",16GB DDR5 4800MHz RAM (8*8) Expandable Ram Slots,"512GB M.2 NVMe PCIe 4.0 SSD (Extra M.2 Nvme Slot Available For SSD)
","Graphic: NVIDIA GeForce RTX 3060 Laptop GPU 
Graphic Wattage: ROG Boost: 1752MHz* at 140W (1702MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost) 
Graphic Memory: 6GB GDDR6
","Panel Size:15.6-inch 
Resolution: FHD (1920 x 1080) 16:9 
Refresh Rate:300Hz 
Response Time (G2G): 3ms 
Viewing Angle:170 
Panel Tech: IPS-level 
Brightness:300nits 
Contrast:1:1000 
NTSC %: 72% 
SRGB %: 100.00% 
Adobe %:75.35% 
Anti glare: anti-glare display 
Adaptive-Sync technology: Adaptive-Sync 
","ø6.0, 240W AC Adapter, 
Output: 20V DC, 12A, 240W, 
Input: 100~240C AC 50/60Hz universal 
","90WHrs, 4S1P, 4-cell Li-ion
","Windows 11 Home
","Wi-Fi 6E(802.11ax)
","Backlit Chiclet Keyboard Per-Key RGB
 Support NumberPad
",Bluetooth 5.2 (Dual band) 2*2,"Dolby Atmos 
AI noise-canceling technology 
Hi-Res certification 
Built-in array microphone 
2-speaker system with Smart Amplifier Technology ","FHD [email protected] external web cam
","1x RJ45 LAN port 
1x USB 3.2 Gen 2 Type-C 
1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery 
2x USB 3.2 Gen 1 Type-A 
1x HDMI 2.0b 
1x 3.5mm Combo Audio Jack 
",Eclipse Grey,"35.4 x 25.9 x 2.26 ~ 2.72 cm
","2.30 Kg
","2 years International Limited Warranty (Terms & condition Apply As Per Asus)
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
330000,"AMD Ryzen 9 5980HS Processor 3.1 GHz (16M cache, up to 4.8GHz)","32GB memory
","1TB M.2 2230 NVMe PCIe 3.0 SSD
",NVIDIA GeForce RTX 3050TI 4GB & ROG XG Mobile RTX3080 16GB Graphics ,"13.4-inch WQUXGA (3840 x 2400) 16:10 glossy display sRGB: 116% Adobe:86%DCI-P3:85% Touch Screen Refresh Rate: 120Hz IPS-level Adaptive-Sync,IPS-levelPantone Validated:Yes","TYPE-C, 100W AC Adapter, Output: 20V DC, 5A, 100W, Input: 100~240V AC, 50/60Hz universal
","62WHrs, 4S1P, 4-cell Li-ion Power Battery.
","Windows 10
","Wi-Fi 6 (802.11ax)
","Backlit Chiclet Keyboard
",Bluetooth 5.1 ,"Smart Amp Technology
DAC
Audio by Dolby Atmos
AI mic noise-canceling
Built-in array microphone
2x 1W speaker with Smart Amp Technology","720P HD camera
","1x 3.5mm Combo Audio Jack
1x HDMI 2.0b
1x USB 3.2 Gen 2 Type-A
1x ROG XG Mobile Interface
2x Type C USB 3.2 Gen 2 with Power Delivery and Display Port",Black,"29.9 x 22.2 x 1.58 ~ 1.58 cm (11.77"" x 8.74"" x 0.62"" ~ 0.62"")
","1.3 kg
","2 years International Limited Warranty (Terms & condition Apply As Per Asus)
",NULL,NULL,NULL,NULL,YES,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73000,"Intel Core i5-1135G7 2.40 GHz up to 4.20 GHz
","8GB DDR4 3200MHz SDRAM Onboard Memory, 1 x SO-DIMM socket, expandable up to 20 GB SDRAM","512GB M.2 NVMe PCIe 3.0 SSD
",Integrated Intel UHD Graphics 520,"14 inch FHD (1920 x 1080) 
16:9, Anti-glare display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio:83 %
","Plug type :ø4 (mm)
Output :
19 V DC, 2.37 A, 45 W
Input :
100 -240 V AC, 50/60 Hz universal",2 -Cell 38 Wh lithium-polymer battery Battery,"Endless Free DOS, ASUS recommends Windows 11 Pro for business",Wi-Fi-5 Integrated 802.11ac,Chiclet Backlit keyboard,4.1,ASUS SonicMaster Technology,720p HP Smart Webcam,"1 x COMBO audio jack 
1 x Type-C USB 3.0 (USB 3.1 Gen 1 / Gen 2)
1 x USB 3.0 port(s) Type A
2 x USB 2.0 port(s)
1 x HDMI
1 x Fingerprint reader (Optional)","Slate Grey
",325 x 216 x 22.9 mm (WxDxH),1.5 kg,3 Years international Warranty ( Battery and Adapter 03 Year ),NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123150,NULL,8GB unified memory ,256GB SSD,Integrated graphics,13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors,30W USB-C Power Adapter,"Lithium-Ion Polymer (LiPo)
Capacity Non-Removable: 49.9 Wh
Maximum Runtime: 18 Hours",macOS,"802.11ax Wi-Fi 6 wireless networking
IEEE 802.11a/b/g/n/ac compatible",Notebook Keyboard with Backlight,5.0,"Stereo speakers
Wide stereo sound
Support for Dolby Atmos playback
Three-mic array with directional beamforming
3.5 mm headphone jack",720p FaceTime HD camera,NULL,Space Gray,"11.97 x 8.36 x 0.63"" / 30.4 x 21.23 x 1.6 cm",2.8 pounds (1.29 kg),01 year International Limited Warranty ,Apple M1 (8-core CPU with 4 perform­ance cores and 4 efficiency cores 7-core GPU 16-core Neural Engine),NULL,NULL,NULL,No,Fingerprint Reader,Force Touch Trackpad,"MacBook Air
30W USB-C Power Adapter
USB-C Charge Cable (2 m)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"USB Type-C Ports : 2 x Thunderbolt 3 / USB4
Audio: 1/8"" / 3.5 mm Headphone Output
Built-In Speakers: Yes
Built-In Microphones: Yes",NULL,NULL
52500,"Intel Core I3-1115G4 ( 3.00 GHz Up To 4.10 GHz, 2 CORE 4 THREAD ) 6 MB Intel® Smart Cache, CPU TDP UP 28W DOWN 12W,",8GB DDR4 RAM ( 4GB ON BOARD + 4GB EXPANDABLE ),"256GB M.2 PCIe G3 SSD (SATA HDD SLOT AVAILABLE)
","INTEL UHD Graphics
","15.6 Inch LED Full HD (1920 X 1080),
Aspect Ratio: 16:9,
Display Screen Technology: ComfyView,
45% NTSC Color Gamut","3-pin 45 W AC adapter
","2-Cell 36.70Wh
Lithium-Ion (Li-Ion)
","Windows 11 HOME SINGLE LANGUAGE
","LAN 1 X RJ-45
WiFi IEEE 802.11a/B/G/N/Ac
Bluetooth 5.0","Standard Full Size Keyboard with TouchPad
","Bluetooth 5.0
",2 x Stereo Speaker,HD 720P Camera with 2 Microphone,"1 x HDMI 
1 x USB 2.0 Ports 
2 x USB 3.2 Gen 1 Type-A Ports 
RJ45","Pure Silver
","363.4 mm x 238.4 mm x 19.90 mm
","1.70 Kg
","2 Years Warranty
",NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67000,"Intel Core i3-1215U Processor (10M Cache, 3.30 GHz, up to 4.40 GHz)
","8 GB DDR4-3200 SDRAM ( 4+4 )
","512 GB PCIe NVMe M.2 SSD
","Intel UHD Graphics
","15.6"" diagonal, FHD (1920 x 1080), IPS, micro-edge, BrightView, 250 nits, 45% NTSC
",45 W Smart AC power adapter,"3-cell, 41 Wh Li-ion",Windows 11 64bit,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1) Wi-Fi,NULL,Bluetooth 5,Dual speakers,"HP True Vision 720p HD camera with integrated dual array digital microphones
","1x multi-format SD media card reader; 
1x USB 3.1 Gen 1 Type-C (Data Transfer Only, 5 Gb/s signaling rate); 
2 SuperSpeed USB Type-A 5Gbps signaling rate
1x AC smart pin; 
1x HDMI 1.4b; 
1x headphone/microphone combo;",Silver,"32.4 x 22.5 x 1.79 cm
","Starting at 1.47 kg
","2 years International Limited Warranty (Terms & condition Apply As Per HP)
",NULL,Optical drive not included,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69000,"Intel Core i5-1135G7 (up to 4.2 GHz with Intel Turbo Boost Technology, 8 MB L3 cache, 4 cores)","8GB DDR4 3200MHZ RAM ( 4+4 )
","1TB SATA 5400 rpm HDD ( M.2 NVME SLOT AVAILABLE )
",Intel Iris Xe Graphics,"14"" Full HD (SVA eDP anti-glare WLED-backlit, 220 cd/m², 67% sRGB Display
","HP Smart 65 W External AC power adapter
","HP Long Life 3-cell, 41 Wh Li-ion
",Windows 10 ,"LAN: Integrated 10/100/1000 GbE NIC; 
Realtek 802.11a/b/g/n/ac (2x2) Wi-Fi","Full-size island-style keyboard
",Bluetooth 5.0,"Dual speakers
","HP TrueVision HD camera
","2 Super Speed USB Type-A 5Gbps signaling rate; 
1 SuperSpeed USB Type-C 5 Gbps signaling rate; 
1 RJ-45; 
1 headphone/microphone combo; 
1 HDMI 1.4b; 
1 AC power ",Black ,32.4 x 22.59 x 1.99 cm,Starting at 1.47 kg,"3 Years International Limited Warranty (Terms & Condition Apply As Per HP)
",NULL,N/A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
177000,"Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz)","16GB DDR4 4266MHz RAM
","1TB M.2 2280 PCIe 4.0×4 NVMe SSD
","Intel Iris Xe Graphics
","13.3"" QHD (2560 x 1600) with Dolby Vision, 300 nits, 72% NTSC, 100% sRGB, TÜV Rheinland-certified for eye protection
",65W USB-C Slim,Integrated 50Wh ,Windows 10 Home,WiFi 6 (802.11 ax 2x2),backlit keyboard,5.1,"High Definition (HD) Audio 
Stereo speakers, 
2W x2, Dolby Atmos, Harman Speakers 
2x, Array Microphone ","720p + IR + ToF Sensor
","1x USB-C 3.2 Gen 2 (support data transfer,Power Delivery 3.0 DisplayPort 1.4) 
2x Thunderbolt 4 / USB4 40Gbps (support data transfer,Power Delivery 3.0 and DisplayPort 1.4) 
headphone / microphone combo jack (3.5mm) ","Moon White
","295.88 x 208.85 x 14.25-15 mm (12.09 x 8.27 x 0.47-0.49 inches)
","966 g (2.13 lbs)
",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
774900," Processor Model: Intel® Core™ i9 Processors
Processor Number: i9-13980HX
Generation: 13th Generation
Processor Core: 24
Processor Thread: 32","64GB (32*2)
Max 128GB
DDR5
4 Slots","2x M.2 SSD slot (NVMe PCIe Gen4)
1x M.2 SSD slot (NVMe PCIe Gen5) Compatible","Graphics Model: NVIDIA® GeForce RTX™ 4090 Laptop GPU
Graphics Memory: 16GB
Graphics Type: GDDR6","Display Size: 17.3 Inch
Display Type: 4K MINI-LED IPS PANEL
Display Resolution: UHD(3840x2160)
Refresh Rate: 144Hz",330W adapter,"4-Cell
99 Battery (Whr)", Windows11 Pro High-End Standard Version,"Wi-Fi Intel® Killer™ Wi-Fi 6E AX1690(i)
LAN Killer Gb LAN (Up to 2.5G)",Cherry Mechanical Per-Key RGB Gaming Keyboard by SteelSeries,v5.3," 2x 2W Speaker
2x 2W Woofer
1x Mic-in/Headphone-out Combo Jack","IR HD type ([email protected])
","1x Type-C (USB / DP / Thunderbolt™ 4) with PD charging
1x Type-C (USB / DP / Thunderbolt™ 4)
3x Type-A USB3.2 Gen2
1x SD Express Card Reader
1x (8K @ 60Hz / 4K @ 120Hz) HDMI™
1x Mini-DisplayPort
1x RJ45",Core Black,397 x 330 x 23 mm,3.3 kg,2 Years,NULL,NULL,x1 Fingerprint,NULL,NULL,NULL,NULL,NULL,"4TB(2TB*2) NVME PCIe GEN4X4 SSD
",NULL,SENSOR x1 Fingerprint,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
155000,"Intel Core i7-12700H Processor 
24M Cache, up to 4.70 GHz ( TURBO POWER 115W, 14 Core + 20 Threads) ",8GB DDR4 3200MHz (Extra Slot Available Upto 64GB ),512GB NVMe PCIe SSD Gen4x4 ( Upgradable Upto 4TB ),NVIDIA GeForce RTX 3050 GDDR6 4GB,"15.6"" FHD (1920*1080), 144Hz 45%NTSC IPS-Level","180W adapter
","3 cell, 53.5Whr",Windows 11,"Intel Wi-Fi 6 AX201(2*2 ax)
Gb LAN
","Backlight Keyboard (Single-Color, Red)
",Bluetooth v5.2,"2x 2W Speaker
","HD Smart type ([email protected])
","1x Type-C USB3.2 Gen1 
2x Type-A USB3.2 Gen1 
1x Type-A USB2.0 
1x RJ45 
1x (4K @ 60Hz) HDMI 
1x Mic-in/Headphone-out Combo Jack 
",Black,"359 x 259 x 24.9 mm
","2.25 kg
",2 Years International Warranty,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4 Dynamic Heatsink With 2 Sided Master Hybrid Cooling Fan With Updated Blades,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109000,"AMD Ryzen 7 5800U Processor (1.90 GHz, up to 4.40 GHz Max Boost, 8 Cores, 16 Threads, 16 MB Cache)
","16GB DDR4 3200mhz
","512GB SSD M.2 2280 PCIe NVMe
","Integrated AMD Radeon Graphics
","14.0"" 2.2K (2240 x 1400) IPS, Brightness: 300nits, Aspect Ratio: 16:10, Contrast Ratio: 1500:1, Color Gamut: 100% sRGB, Viewing Angle: 170 Degree
","65W AC adapter
","56.5Wh
","Free-Dos
","Wi-Fi 6 11ax, 2x2 + BT5.1
","Backlit,6-row, multimedia Fn keys
",BT5.1,"Audio Properties: Realtek ALC3287 codec, High Definition (HD) Audio, 2W x2, optimized with Dolby Atmos 
Speaker: Stereo speakers","IR & 720p hybrid, with ToF sensor, fixed focus
","2 x USB 3.2 Gen 1 
2 x USB 3.2 Gen 1 Type-C 
HDMI 
Display Port 
Multimedia Card Slot: SD, SDHC, SDXC, MMC 
Headphone Port ","Storm Grey
","312.2 x 221 x 15.99-17.99mm
","1.38 kg
","3 years (Battery, Adapter 1 year)
",NULL,None,None,NULL,None,Security Chip : Firmware TPM 2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
